event_type,event_cause,latitude,longitude,requires_road_closure,start_datetime,status,corridor,priority,police_station,zone,junction,hour,weekday,is_weekend,fingerprint
unplanned,vehicle_breakdown,12.9077383,77.6005709,False,2024-01-30 08:12:47.138000+00:00,closed,Bannerghata Road,High,Mico Layout,Unknown,Unknown,8.0,Tuesday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Bannerghata Road
    Police Station: Mico Layout
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 8.0
    Day: Tuesday
    Weekend: False
    "
unplanned,pot_holes,12.9635109,77.6642122,False,2024-01-30 08:25:57.212000+00:00,closed,Unknown,Low,HAL Old Airport,Unknown,Unknown,8.0,Tuesday,False,"
    Event Type: unplanned
    Cause: pot_holes
    Corridor: Unknown
    Police Station: HAL Old Airport
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 8.0
    Day: Tuesday
    Weekend: False
    "
unplanned,pot_holes,12.9667073,77.6615616,False,2024-01-30 08:31:37.367000+00:00,active,Unknown,Low,Jeevanbheemanagar,Unknown,Unknown,8.0,Tuesday,False,"
    Event Type: unplanned
    Cause: pot_holes
    Corridor: Unknown
    Police Station: Jeevanbheemanagar
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 8.0
    Day: Tuesday
    Weekend: False
    "
unplanned,pot_holes,12.9666867,77.6616478,False,2024-01-30 08:33:55.212000+00:00,active,Non-corridor,Low,Jeevanbheemanagar,Unknown,Unknown,8.0,Tuesday,False,"
    Event Type: unplanned
    Cause: pot_holes
    Corridor: Non-corridor
    Police Station: Jeevanbheemanagar
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 8.0
    Day: Tuesday
    Weekend: False
    "
unplanned,vehicle_breakdown,12.907814,77.6006561,True,2024-01-30 08:08:05.581000+00:00,closed,Bannerghata Road,High,Mico Layout,Unknown,Unknown,8.0,Tuesday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Bannerghata Road
    Police Station: Mico Layout
    Zone: Unknown
    Priority: High
    Road Closure: True
    Hour: 8.0
    Day: Tuesday
    Weekend: False
    "
unplanned,vehicle_breakdown,12.8955737,77.5993711,False,2024-01-30 05:43:18.534000+00:00,closed,Bannerghata Road,High,J.P. Nagar,Unknown,Unknown,5.0,Tuesday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Bannerghata Road
    Police Station: J.P. Nagar
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 5.0
    Day: Tuesday
    Weekend: False
    "
unplanned,tree_fall,12.92757,77.5832051,False,2024-03-07 20:06:03.523000+00:00,closed,Non-corridor,Low,Jayanagara,Unknown,Unknown,20.0,Thursday,False,"
    Event Type: unplanned
    Cause: tree_fall
    Corridor: Non-corridor
    Police Station: Jayanagara
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 20.0
    Day: Thursday
    Weekend: False
    "
unplanned,congestion,13.044697,77.5828546,False,2024-01-30 05:38:15.485000+00:00,closed,ORR North 2,High,Kodigehalli,Unknown,Unknown,5.0,Tuesday,False,"
    Event Type: unplanned
    Cause: congestion
    Corridor: ORR North 2
    Police Station: Kodigehalli
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 5.0
    Day: Tuesday
    Weekend: False
    "
unplanned,pot_holes,12.9666885,77.6616396,False,2024-01-30 08:35:57.672000+00:00,active,Unknown,Low,Jeevanbheemanagar,Unknown,Unknown,8.0,Tuesday,False,"
    Event Type: unplanned
    Cause: pot_holes
    Corridor: Unknown
    Police Station: Jeevanbheemanagar
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 8.0
    Day: Tuesday
    Weekend: False
    "
unplanned,vehicle_breakdown,12.9789228,77.5644032,False,2024-03-07 20:17:50.952000+00:00,closed,Magadi Road,High,Magadi Road,Unknown,Unknown,20.0,Thursday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Magadi Road
    Police Station: Magadi Road
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 20.0
    Day: Thursday
    Weekend: False
    "
unplanned,accident,12.8636494,77.6725849,False,2024-01-30 03:52:59.126038+00:00,closed,Non-corridor,Low,Electronic City,Unknown,Unknown,3.0,Tuesday,False,"
    Event Type: unplanned
    Cause: accident
    Corridor: Non-corridor
    Police Station: Electronic City
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 3.0
    Day: Tuesday
    Weekend: False
    "
unplanned,vehicle_breakdown,12.9219483,77.6002467,False,2024-01-30 15:15:10.139000+00:00,closed,Bannerghata Road,High,Mico Layout,Unknown,Unknown,15.0,Tuesday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Bannerghata Road
    Police Station: Mico Layout
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 15.0
    Day: Tuesday
    Weekend: False
    "
unplanned,pot_holes,12.9666597,77.661556,False,2024-01-30 08:37:16.322000+00:00,active,Unknown,Low,Jeevanbheemanagar,Unknown,Unknown,8.0,Tuesday,False,"
    Event Type: unplanned
    Cause: pot_holes
    Corridor: Unknown
    Police Station: Jeevanbheemanagar
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 8.0
    Day: Tuesday
    Weekend: False
    "
planned,construction,12.946469,77.6986754,False,2024-01-30 11:31:12.848000+00:00,closed,ORR East 1,High,HAL Old Airport,Unknown,Unknown,11.0,Tuesday,False,"
    Event Type: planned
    Cause: construction
    Corridor: ORR East 1
    Police Station: HAL Old Airport
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 11.0
    Day: Tuesday
    Weekend: False
    "
unplanned,others,12.9936273,77.5844677,True,2024-03-07 20:20:31.140000+00:00,closed,Bellary Road 1,High,High ground,Unknown,Unknown,20.0,Thursday,False,"
    Event Type: unplanned
    Cause: others
    Corridor: Bellary Road 1
    Police Station: High ground
    Zone: Unknown
    Priority: High
    Road Closure: True
    Hour: 20.0
    Day: Thursday
    Weekend: False
    "
unplanned,vehicle_breakdown,12.9465079,77.6986339,False,2024-01-30 20:38:19.329000+00:00,closed,ORR East 1,High,HAL Old Airport,Unknown,Unknown,20.0,Tuesday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: ORR East 1
    Police Station: HAL Old Airport
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 20.0
    Day: Tuesday
    Weekend: False
    "
unplanned,vehicle_breakdown,13.0467058,77.5036495,False,2024-03-07 18:29:50.857000+00:00,closed,Non-corridor,Low,Chikkabanavara,Unknown,Unknown,18.0,Thursday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Non-corridor
    Police Station: Chikkabanavara
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 18.0
    Day: Thursday
    Weekend: False
    "
unplanned,vehicle_breakdown,13.0166142,77.5054464,False,2023-12-28 06:06:26.375000+00:00,closed,Non-corridor,Low,Peenya,West Zone 1,Peenya14thCrossJunc,6.0,Thursday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Non-corridor
    Police Station: Peenya
    Zone: West Zone 1
    Priority: Low
    Road Closure: False
    Hour: 6.0
    Day: Thursday
    Weekend: False
    "
planned,construction,13.0085677,77.6131497,True,2024-01-30 21:21:10.303000+00:00,closed,Non-corridor,Low,K.G. Halli,Unknown,Unknown,21.0,Tuesday,False,"
    Event Type: planned
    Cause: construction
    Corridor: Non-corridor
    Police Station: K.G. Halli
    Zone: Unknown
    Priority: Low
    Road Closure: True
    Hour: 21.0
    Day: Tuesday
    Weekend: False
    "
unplanned,vehicle_breakdown,13.0309717,77.5364661,False,2024-01-30 19:33:25.417000+00:00,closed,Tumkur Road,High,Yeshwanthpura,Unknown,Unknown,19.0,Tuesday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Tumkur Road
    Police Station: Yeshwanthpura
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 19.0
    Day: Tuesday
    Weekend: False
    "
unplanned,others,13.0262806,77.5442344,False,2024-03-07 20:27:15.443000+00:00,closed,Tumkur Road,High,Yeshwanthpura,Unknown,Unknown,20.0,Thursday,False,"
    Event Type: unplanned
    Cause: others
    Corridor: Tumkur Road
    Police Station: Yeshwanthpura
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 20.0
    Day: Thursday
    Weekend: False
    "
unplanned,tree_fall,12.9938639,77.5844374,False,2024-03-07 20:41:41.999000+00:00,closed,Bellary Road 1,High,High ground,Unknown,Unknown,20.0,Thursday,False,"
    Event Type: unplanned
    Cause: tree_fall
    Corridor: Bellary Road 1
    Police Station: High ground
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 20.0
    Day: Thursday
    Weekend: False
    "
unplanned,vehicle_breakdown,12.9188682,77.6687736,False,2024-01-30 21:27:52.454000+00:00,closed,ORR East 1,High,Bellandur,Unknown,Unknown,21.0,Tuesday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: ORR East 1
    Police Station: Bellandur
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 21.0
    Day: Tuesday
    Weekend: False
    "
unplanned,congestion,12.9546127,77.6423399,False,2024-01-30 20:46:34.356000+00:00,closed,IRR(Thanisandra road),High,Jeevanbheemanagar,Unknown,Unknown,20.0,Tuesday,False,"
    Event Type: unplanned
    Cause: congestion
    Corridor: IRR(Thanisandra road)
    Police Station: Jeevanbheemanagar
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 20.0
    Day: Tuesday
    Weekend: False
    "
unplanned,vehicle_breakdown,12.936133,77.5187044,False,2024-01-30 21:13:55.445000+00:00,closed,Mysore Road,High,Byatarayanapura,Unknown,Unknown,21.0,Tuesday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Mysore Road
    Police Station: Byatarayanapura
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 21.0
    Day: Tuesday
    Weekend: False
    "
planned,construction,12.9694079,77.7006346,False,2024-01-30 20:56:01.732000+00:00,closed,ORR East 2,High,HAL Old Airport,Unknown,Unknown,20.0,Tuesday,False,"
    Event Type: planned
    Cause: construction
    Corridor: ORR East 2
    Police Station: HAL Old Airport
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 20.0
    Day: Tuesday
    Weekend: False
    "
unplanned,vehicle_breakdown,12.9849833,77.5883633,False,2024-01-30 21:47:40.463000+00:00,closed,Bellary Road 1,High,High ground,Unknown,Unknown,21.0,Tuesday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Bellary Road 1
    Police Station: High ground
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 21.0
    Day: Tuesday
    Weekend: False
    "
unplanned,vehicle_breakdown,13.0127301,77.5545135,False,2024-03-07 20:42:57.607000+00:00,closed,West of Chord Road,High,Malleshwaram,Unknown,Unknown,20.0,Thursday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: West of Chord Road
    Police Station: Malleshwaram
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 20.0
    Day: Thursday
    Weekend: False
    "
unplanned,road_conditions,12.9842019,77.7336286,False,2024-01-30 21:54:56.083000+00:00,closed,Non-corridor,Low,Whitefield,Unknown,Unknown,21.0,Tuesday,False,"
    Event Type: unplanned
    Cause: road_conditions
    Corridor: Non-corridor
    Police Station: Whitefield
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 21.0
    Day: Tuesday
    Weekend: False
    "
unplanned,vehicle_breakdown,13.2644465,77.7187627,True,2024-01-30 19:36:33.702000+00:00,closed,Non-corridor,Low,Devanahalli Airport,Unknown,Unknown,19.0,Tuesday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Non-corridor
    Police Station: Devanahalli Airport
    Zone: Unknown
    Priority: Low
    Road Closure: True
    Hour: 19.0
    Day: Tuesday
    Weekend: False
    "
unplanned,vehicle_breakdown,12.9848257,77.7527586,False,2024-01-30 22:06:02.276000+00:00,closed,Non-corridor,Low,Mahadevapura,Unknown,Unknown,22.0,Tuesday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Non-corridor
    Police Station: Mahadevapura
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 22.0
    Day: Tuesday
    Weekend: False
    "
unplanned,tree_fall,12.9932986,77.5837571,False,2024-03-07 20:51:39.532000+00:00,closed,Bellary Road 1,High,High ground,Unknown,Unknown,20.0,Thursday,False,"
    Event Type: unplanned
    Cause: tree_fall
    Corridor: Bellary Road 1
    Police Station: High ground
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 20.0
    Day: Thursday
    Weekend: False
    "
unplanned,tree_fall,12.9937523,77.5842482,False,2024-03-07 20:47:40.640000+00:00,closed,Bellary Road 1,High,High ground,Unknown,Unknown,20.0,Thursday,False,"
    Event Type: unplanned
    Cause: tree_fall
    Corridor: Bellary Road 1
    Police Station: High ground
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 20.0
    Day: Thursday
    Weekend: False
    "
unplanned,tree_fall,12.9938868,77.5841876,False,2024-03-07 20:45:19.752000+00:00,closed,Bellary Road 1,High,High ground,Unknown,Unknown,20.0,Thursday,False,"
    Event Type: unplanned
    Cause: tree_fall
    Corridor: Bellary Road 1
    Police Station: High ground
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 20.0
    Day: Thursday
    Weekend: False
    "
unplanned,vehicle_breakdown,12.9368467,77.6928653,False,2024-01-30 23:05:02.339000+00:00,resolved,ORR East 1,High,HAL Old Airport,Unknown,Unknown,23.0,Tuesday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: ORR East 1
    Police Station: HAL Old Airport
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 23.0
    Day: Tuesday
    Weekend: False
    "
unplanned,tree_fall,13.0126766,77.5581246,True,2024-03-07 20:53:37.293000+00:00,closed,Non-corridor,Low,Malleshwaram,Unknown,Unknown,20.0,Thursday,False,"
    Event Type: unplanned
    Cause: tree_fall
    Corridor: Non-corridor
    Police Station: Malleshwaram
    Zone: Unknown
    Priority: Low
    Road Closure: True
    Hour: 20.0
    Day: Thursday
    Weekend: False
    "
unplanned,vehicle_breakdown,12.9513113,77.4994888,False,2024-01-30 23:12:23.123000+00:00,closed,Non-corridor,Low,Jnanabharathi,Unknown,Unknown,23.0,Tuesday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Non-corridor
    Police Station: Jnanabharathi
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 23.0
    Day: Tuesday
    Weekend: False
    "
unplanned,vehicle_breakdown,13.0160964,77.5068555,False,2024-01-30 21:21:57.881000+00:00,closed,Non-corridor,Low,Peenya,Unknown,Unknown,21.0,Tuesday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: Non-corridor
    Police Station: Peenya
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 21.0
    Day: Tuesday
    Weekend: False
    "
unplanned,pot_holes,12.9807501,77.6028238,False,2024-03-07 21:05:54.697000+00:00,active,CBD 1,High,Shivajinagar,Unknown,Unknown,21.0,Thursday,False,"
    Event Type: unplanned
    Cause: pot_holes
    Corridor: CBD 1
    Police Station: Shivajinagar
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 21.0
    Day: Thursday
    Weekend: False
    "
unplanned,tree_fall,12.9165983,77.583705,False,2024-03-07 20:58:06.297000+00:00,closed,Non-corridor,Low,J.P. Nagar,Unknown,Unknown,20.0,Thursday,False,"
    Event Type: unplanned
    Cause: tree_fall
    Corridor: Non-corridor
    Police Station: J.P. Nagar
    Zone: Unknown
    Priority: Low
    Road Closure: False
    Hour: 20.0
    Day: Thursday
    Weekend: False
    "
unplanned,pot_holes,13.0198619,77.6562235,False,2024-01-31 01:04:36.275000+00:00,active,Unknown,High,Hennuru,Unknown,Unknown,1.0,Wednesday,False,"
    Event Type: unplanned
    Cause: pot_holes
    Corridor: Unknown
    Police Station: Hennuru
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 1.0
    Day: Wednesday
    Weekend: False
    "
unplanned,pot_holes,13.0191848,77.6555127,False,2024-01-31 01:01:36.195000+00:00,active,ORR North 1,High,Hennuru,Unknown,Unknown,1.0,Wednesday,False,"
    Event Type: unplanned
    Cause: pot_holes
    Corridor: ORR North 1
    Police Station: Hennuru
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 1.0
    Day: Wednesday
    Weekend: False
    "
unplanned,vehicle_breakdown,12.9740913,77.5452252,False,2024-01-31 00:33:27.663000+00:00,closed,West of Chord Road,High,Vijayanagara,Unknown,Unknown,0.0,Wednesday,False,"
    Event Type: unplanned
    Cause: vehicle_breakdown
    Corridor: West of Chord Road
    Police Station: Vijayanagara
    Zone: Unknown
    Priority: High
    Road Closure: False
    Hour: 0.0
    Day: Wednesday
    Weekend: False
    "
